+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (85.632413 ms, 47832 tok/s)
step    2/74: train loss 4.721547 (84.145941 ms, 48677 tok/s)
step    3/74: train loss 4.390261 (84.145360 ms, 48677 tok/s)
step    4/74: train loss 3.627879 (84.144490 ms, 48678 tok/s)
step    5/74: train loss 3.717300 (84.125701 ms, 48689 tok/s)
step    6/74: train loss 4.013767 (84.151681 ms, 48674 tok/s)
step    7/74: train loss 4.110786 (84.146371 ms, 48677 tok/s)
step    8/74: train loss 3.623467 (84.156022 ms, 48671 tok/s)
step    9/74: train loss 3.965372 (84.133771 ms, 48684 tok/s)
step   10/74: train loss 3.581366 (84.122479 ms, 48690 tok/s)
step   11/74: train loss 4.028792 (84.148481 ms, 48675 tok/s)
step   12/74: train loss 3.813138 (84.163000 ms, 48667 tok/s)
step   13/74: train loss 4.029175 (84.144882 ms, 48677 tok/s)
step   14/74: train loss 3.884991 (84.136741 ms, 48682 tok/s)
step   15/74: train loss 3.711776 (84.135000 ms, 48683 tok/s)
step   16/74: train loss 3.552988 (84.143451 ms, 48678 tok/s)
step   17/74: train loss 3.987566 (84.136631 ms, 48682 tok/s)
step   18/74: train loss 3.808877 (84.141861 ms, 48679 tok/s)
step   19/74: train loss 3.534286 (84.137360 ms, 48682 tok/s)
step   20/74: train loss 3.677675 (84.139961 ms, 48680 tok/s)
step   21/74: train loss 3.608965 (84.148972 ms, 48675 tok/s)
step   22/74: train loss 3.611848 (84.142660 ms, 48679 tok/s)
step   23/74: train loss 3.147235 (84.129100 ms, 48687 tok/s)
step   24/74: train loss 3.344187 (84.152631 ms, 48673 tok/s)
step   25/74: train loss 3.707013 (84.138220 ms, 48681 tok/s)
step   26/74: train loss 3.539923 (84.126590 ms, 48688 tok/s)
step   27/74: train loss 3.843809 (84.137081 ms, 48682 tok/s)
