+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.503176
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.275633 (72.129887 ms, 56786 tok/s)
step    2/74: train loss 4.860675 (70.623626 ms, 57997 tok/s)
step    3/74: train loss 4.385404 (70.625724 ms, 57995 tok/s)
step    4/74: train loss 3.647970 (70.610546 ms, 58008 tok/s)
step    5/74: train loss 3.736885 (70.615784 ms, 58004 tok/s)
step    6/74: train loss 4.021013 (70.613665 ms, 58005 tok/s)
step    7/74: train loss 4.118609 (70.636845 ms, 57986 tok/s)
step    8/74: train loss 3.630947 (70.620625 ms, 58000 tok/s)
step    9/74: train loss 3.971735 (70.614005 ms, 58005 tok/s)
step   10/74: train loss 3.596416 (70.624836 ms, 57996 tok/s)
step   11/74: train loss 4.028141 (70.605084 ms, 58012 tok/s)
step   12/74: train loss 3.813988 (70.623185 ms, 57997 tok/s)
step   13/74: train loss 4.029670 (70.625865 ms, 57995 tok/s)
step   14/74: train loss 3.892473 (70.622735 ms, 57998 tok/s)
step   15/74: train loss 3.718762 (70.628235 ms, 57993 tok/s)
step   16/74: train loss 3.558849 (70.610295 ms, 58008 tok/s)
step   17/74: train loss 3.994057 (70.629665 ms, 57992 tok/s)
step   18/74: train loss 3.816131 (70.614554 ms, 58005 tok/s)
step   19/74: train loss 3.536767 (70.627776 ms, 57994 tok/s)
step   20/74: train loss 3.683158 (70.641575 ms, 57982 tok/s)
step   21/74: train loss 3.612539 (70.625527 ms, 57996 tok/s)
step   22/74: train loss 3.615326 (70.625856 ms, 57995 tok/s)
step   23/74: train loss 3.152211 (70.625426 ms, 57996 tok/s)
step   24/74: train loss 3.349118 (70.633726 ms, 57989 tok/s)
step   25/74: train loss 3.708454 (70.639455 ms, 57984 tok/s)
step   26/74: train loss 3.545009 (70.630166 ms, 57992 tok/s)
step   27/74: train loss 3.844193 (70.621934 ms, 57998 tok/s)
step   28/74: train loss 3.445084 (70.647856 ms, 57977 tok/s)
step   29/74: train loss 3.321030 (70.627476 ms, 57994 tok/s)
step   30/74: train loss 3.276499 (70.623355 ms, 57997 tok/s)
step   31/74: train loss 3.155479 (70.628884 ms, 57993 tok/s)
step   32/74: train loss 3.449241 (70.650365 ms, 57975 tok/s)
