+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (85.615975 ms, 47841 tok/s)
step    2/74: train loss 4.721577 (84.152044 ms, 48673 tok/s)
step    3/74: train loss 4.390242 (84.155784 ms, 48671 tok/s)
step    4/74: train loss 3.627785 (84.142753 ms, 48679 tok/s)
step    5/74: train loss 3.717289 (84.143015 ms, 48679 tok/s)
step    6/74: train loss 4.013836 (84.157245 ms, 48670 tok/s)
step    7/74: train loss 4.110826 (84.140914 ms, 48680 tok/s)
step    8/74: train loss 3.623450 (84.161305 ms, 48668 tok/s)
step    9/74: train loss 3.965446 (84.119793 ms, 48692 tok/s)
step   10/74: train loss 3.581467 (84.145655 ms, 48677 tok/s)
step   11/74: train loss 4.028747 (84.133684 ms, 48684 tok/s)
step   12/74: train loss 3.813092 (84.136224 ms, 48682 tok/s)
step   13/74: train loss 4.029171 (84.120763 ms, 48691 tok/s)
step   14/74: train loss 3.884922 (84.153124 ms, 48673 tok/s)
step   15/74: train loss 3.711716 (84.172706 ms, 48661 tok/s)
step   16/74: train loss 3.553059 (84.164704 ms, 48666 tok/s)
step   17/74: train loss 3.987513 (84.171166 ms, 48662 tok/s)
step   18/74: train loss 3.808909 (84.149005 ms, 48675 tok/s)
step   19/74: train loss 3.534413 (84.158384 ms, 48670 tok/s)
step   20/74: train loss 3.677742 (84.170146 ms, 48663 tok/s)
step   21/74: train loss 3.608964 (84.144264 ms, 48678 tok/s)
step   22/74: train loss 3.611864 (84.158345 ms, 48670 tok/s)
step   23/74: train loss 3.147308 (84.151024 ms, 48674 tok/s)
step   24/74: train loss 3.344259 (84.164855 ms, 48666 tok/s)
step   25/74: train loss 3.706879 (84.159905 ms, 48669 tok/s)
step   26/74: train loss 3.539891 (84.155044 ms, 48672 tok/s)
step   27/74: train loss 3.843797 (84.170096 ms, 48663 tok/s)
step   28/74: train loss 3.445670 (84.156805 ms, 48671 tok/s)
step   29/74: train loss 3.317986 (84.156455 ms, 48671 tok/s)
step   30/74: train loss 3.279712 (84.144705 ms, 48678 tok/s)
step   31/74: train loss 3.154652 (84.157435 ms, 48670 tok/s)
step   32/74: train loss 3.445037 (84.173526 ms, 48661 tok/s)
step   33/74: train loss 3.566430 (84.155224 ms, 48671 tok/s)
step   34/74: train loss 3.485816 (84.151795 ms, 48673 tok/s)
step   35/74: train loss 3.721773 (84.156934 ms, 48670 tok/s)
step   36/74: train loss 3.379823 (84.149156 ms, 48675 tok/s)
step   37/74: train loss 3.199834 (84.149535 ms, 48675 tok/s)
step   38/74: train loss 3.179641 (84.171516 ms, 48662 tok/s)
step   39/74: train loss 3.601216 (84.166255 ms, 48665 tok/s)
step   40/74: train loss 3.082928 (84.165074 ms, 48666 tok/s)
step   41/74: train loss 3.829095 (84.168155 ms, 48664 tok/s)
step   42/74: train loss 3.363169 (84.141134 ms, 48680 tok/s)
step   43/74: train loss 3.355211 (84.157215 ms, 48670 tok/s)
step   44/74: train loss 3.418686 (84.150805 ms, 48674 tok/s)
step   45/74: train loss 3.609030 (84.172205 ms, 48662 tok/s)
step   46/74: train loss 3.129993 (84.164446 ms, 48666 tok/s)
step   47/74: train loss 3.464643 (84.165765 ms, 48665 tok/s)
