+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.256632 ms, 42115 tok/s)
step    2/74: train loss 4.727072 (95.625117 ms, 42833 tok/s)
step    3/74: train loss 4.392581 (95.595746 ms, 42847 tok/s)
step    4/74: train loss 3.628410 (95.588306 ms, 42850 tok/s)
step    5/74: train loss 3.717011 (95.600127 ms, 42845 tok/s)
step    6/74: train loss 4.013113 (95.619867 ms, 42836 tok/s)
step    7/74: train loss 4.111210 (95.582366 ms, 42853 tok/s)
step    8/74: train loss 3.623503 (95.619387 ms, 42836 tok/s)
step    9/74: train loss 3.965243 (95.584145 ms, 42852 tok/s)
step   10/74: train loss 3.581297 (95.591606 ms, 42848 tok/s)
step   11/74: train loss 4.028421 (95.595906 ms, 42847 tok/s)
step   12/74: train loss 3.813583 (95.599558 ms, 42845 tok/s)
step   13/74: train loss 4.029173 (95.588616 ms, 42850 tok/s)
step   14/74: train loss 3.885101 (95.603977 ms, 42843 tok/s)
step   15/74: train loss 3.711829 (95.607687 ms, 42841 tok/s)
step   16/74: train loss 3.553557 (95.588347 ms, 42850 tok/s)
step   17/74: train loss 3.987637 (95.594567 ms, 42847 tok/s)
step   18/74: train loss 3.808875 (95.604057 ms, 42843 tok/s)
step   19/74: train loss 3.533869 (95.592157 ms, 42848 tok/s)
step   20/74: train loss 3.678060 (95.602837 ms, 42843 tok/s)
step   21/74: train loss 3.608618 (95.581826 ms, 42853 tok/s)
step   22/74: train loss 3.612062 (95.597466 ms, 42846 tok/s)
step   23/74: train loss 3.146984 (95.602177 ms, 42844 tok/s)
step   24/74: train loss 3.344392 (95.581176 ms, 42853 tok/s)
step   25/74: train loss 3.707204 (95.587896 ms, 42850 tok/s)
step   26/74: train loss 3.539909 (95.591228 ms, 42849 tok/s)
step   27/74: train loss 3.844158 (95.596918 ms, 42846 tok/s)
step   28/74: train loss 3.445581 (95.598938 ms, 42845 tok/s)
step   29/74: train loss 3.317964 (95.601157 ms, 42844 tok/s)
step   30/74: train loss 3.279711 (95.581917 ms, 42853 tok/s)
step   31/74: train loss 3.154710 (95.597348 ms, 42846 tok/s)
