+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.442441 ms, 42035 tok/s)
step    2/74: train loss 4.727029 (95.822506 ms, 42745 tok/s)
step    3/74: train loss 4.392570 (95.781885 ms, 42763 tok/s)
step    4/74: train loss 3.628380 (95.793066 ms, 42758 tok/s)
step    5/74: train loss 3.717011 (95.811626 ms, 42750 tok/s)
step    6/74: train loss 4.013080 (95.763985 ms, 42771 tok/s)
step    7/74: train loss 4.111195 (95.784796 ms, 42762 tok/s)
step    8/74: train loss 3.623442 (95.785116 ms, 42762 tok/s)
step    9/74: train loss 3.965216 (95.813047 ms, 42749 tok/s)
step   10/74: train loss 3.581254 (95.777356 ms, 42765 tok/s)
step   11/74: train loss 4.028394 (95.765496 ms, 42771 tok/s)
step   12/74: train loss 3.813542 (95.796607 ms, 42757 tok/s)
step   13/74: train loss 4.029162 (95.799588 ms, 42755 tok/s)
step   14/74: train loss 3.885094 (95.780286 ms, 42764 tok/s)
step   15/74: train loss 3.711860 (95.796357 ms, 42757 tok/s)
step   16/74: train loss 3.553626 (95.786336 ms, 42761 tok/s)
step   17/74: train loss 3.987449 (95.793357 ms, 42758 tok/s)
step   18/74: train loss 3.808900 (95.794367 ms, 42758 tok/s)
step   19/74: train loss 3.533841 (95.757346 ms, 42774 tok/s)
step   20/74: train loss 3.678112 (95.768747 ms, 42769 tok/s)
