+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.195516 ms, 42141 tok/s)
step    2/74: train loss 4.727029 (95.554150 ms, 42865 tok/s)
step    3/74: train loss 4.392568 (95.555502 ms, 42865 tok/s)
step    4/74: train loss 3.628423 (95.568111 ms, 42859 tok/s)
step    5/74: train loss 3.717044 (95.561401 ms, 42862 tok/s)
step    6/74: train loss 4.013079 (95.567452 ms, 42859 tok/s)
step    7/74: train loss 4.111210 (95.542271 ms, 42871 tok/s)
step    8/74: train loss 3.623509 (95.554502 ms, 42865 tok/s)
step    9/74: train loss 3.965268 (95.537750 ms, 42873 tok/s)
step   10/74: train loss 3.581257 (95.541562 ms, 42871 tok/s)
step   11/74: train loss 4.028424 (95.560552 ms, 42862 tok/s)
step   12/74: train loss 3.813587 (95.560371 ms, 42862 tok/s)
step   13/74: train loss 4.029184 (95.562541 ms, 42861 tok/s)
step   14/74: train loss 3.885075 (95.536851 ms, 42873 tok/s)
step   15/74: train loss 3.711841 (95.540131 ms, 42872 tok/s)
step   16/74: train loss 3.553556 (95.590974 ms, 42849 tok/s)
step   17/74: train loss 3.987523 (95.543291 ms, 42870 tok/s)
step   18/74: train loss 3.808937 (95.535981 ms, 42873 tok/s)
step   19/74: train loss 3.533859 (95.570733 ms, 42858 tok/s)
step   20/74: train loss 3.678084 (95.558452 ms, 42863 tok/s)
