+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (96.827018 ms, 42302 tok/s)
step    2/74: train loss 4.727040 (95.163617 ms, 43041 tok/s)
step    3/74: train loss 4.392513 (95.181157 ms, 43033 tok/s)
step    4/74: train loss 3.628381 (95.192018 ms, 43028 tok/s)
step    5/74: train loss 3.717036 (95.152668 ms, 43046 tok/s)
step    6/74: train loss 4.013100 (95.177268 ms, 43035 tok/s)
step    7/74: train loss 4.111219 (95.194629 ms, 43027 tok/s)
step    8/74: train loss 3.623495 (95.185158 ms, 43031 tok/s)
step    9/74: train loss 3.965214 (95.205838 ms, 43022 tok/s)
step   10/74: train loss 3.581247 (95.172267 ms, 43037 tok/s)
step   11/74: train loss 4.028401 (95.188008 ms, 43030 tok/s)
step   12/74: train loss 3.813615 (95.164169 ms, 43041 tok/s)
step   13/74: train loss 4.029181 (95.169937 ms, 43038 tok/s)
step   14/74: train loss 3.885124 (95.169838 ms, 43038 tok/s)
step   15/74: train loss 3.711859 (95.221671 ms, 43015 tok/s)
step   16/74: train loss 3.553705 (95.170728 ms, 43038 tok/s)
step   17/74: train loss 3.987211 (95.197729 ms, 43026 tok/s)
step   18/74: train loss 3.809062 (95.200030 ms, 43025 tok/s)
step   19/74: train loss 3.533728 (95.208670 ms, 43021 tok/s)
step   20/74: train loss 3.678064 (95.169578 ms, 43038 tok/s)
step   21/74: train loss 3.608701 (95.166349 ms, 43040 tok/s)
step   22/74: train loss 3.612043 (95.166308 ms, 43040 tok/s)
step   23/74: train loss 3.147535 (95.177708 ms, 43035 tok/s)
step   24/74: train loss 3.344475 (95.180809 ms, 43033 tok/s)
step   25/74: train loss 3.706278 (95.174589 ms, 43036 tok/s)
step   26/74: train loss 3.539889 (95.180370 ms, 43034 tok/s)
step   27/74: train loss 3.844154 (95.206220 ms, 43022 tok/s)
