+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.219756 ms, 42131 tok/s)
step    2/74: train loss 4.727022 (95.595956 ms, 42847 tok/s)
step    3/74: train loss 4.392566 (95.563974 ms, 42861 tok/s)
step    4/74: train loss 3.628421 (95.571835 ms, 42857 tok/s)
step    5/74: train loss 3.717005 (95.577054 ms, 42855 tok/s)
step    6/74: train loss 4.013068 (95.550135 ms, 42867 tok/s)
step    7/74: train loss 4.111224 (95.585175 ms, 42851 tok/s)
step    8/74: train loss 3.623494 (95.570585 ms, 42858 tok/s)
step    9/74: train loss 3.965224 (95.553324 ms, 42866 tok/s)
step   10/74: train loss 3.581283 (95.593346 ms, 42848 tok/s)
step   11/74: train loss 4.028439 (95.604027 ms, 42843 tok/s)
step   12/74: train loss 3.813643 (95.608717 ms, 42841 tok/s)
step   13/74: train loss 4.029232 (95.579575 ms, 42854 tok/s)
step   14/74: train loss 3.885159 (95.611188 ms, 42840 tok/s)
step   15/74: train loss 3.711898 (95.592777 ms, 42848 tok/s)
step   16/74: train loss 3.553750 (95.553995 ms, 42865 tok/s)
step   17/74: train loss 3.987251 (95.582166 ms, 42853 tok/s)
step   18/74: train loss 3.809184 (95.594227 ms, 42847 tok/s)
step   19/74: train loss 3.533691 (95.586826 ms, 42851 tok/s)
step   20/74: train loss 3.678092 (95.553625 ms, 42865 tok/s)
step   21/74: train loss 3.608752 (95.589647 ms, 42849 tok/s)
step   22/74: train loss 3.612009 (95.600367 ms, 42845 tok/s)
step   23/74: train loss 3.147559 (95.591878 ms, 42848 tok/s)
step   24/74: train loss 3.344434 (95.597477 ms, 42846 tok/s)
step   25/74: train loss 3.706304 (95.606427 ms, 42842 tok/s)
step   26/74: train loss 3.539891 (95.629938 ms, 42831 tok/s)
step   27/74: train loss 3.844124 (95.594348 ms, 42847 tok/s)
step   28/74: train loss 3.446099 (95.583858 ms, 42852 tok/s)
step   29/74: train loss 3.317757 (95.615288 ms, 42838 tok/s)
step   30/74: train loss 3.279910 (95.599907 ms, 42845 tok/s)
step   31/74: train loss 3.154546 (95.611327 ms, 42840 tok/s)
step   32/74: train loss 3.444556 (95.607159 ms, 42841 tok/s)
step   33/74: train loss 3.566374 (95.585859 ms, 42851 tok/s)
step   34/74: train loss 3.485821 (95.603609 ms, 42843 tok/s)
step   35/74: train loss 3.722739 (95.581488 ms, 42853 tok/s)
step   36/74: train loss 3.379337 (95.589628 ms, 42849 tok/s)
step   37/74: train loss 3.199855 (95.588277 ms, 42850 tok/s)
step   38/74: train loss 3.181415 (95.589567 ms, 42849 tok/s)
step   39/74: train loss 3.601024 (95.614128 ms, 42838 tok/s)
step   40/74: train loss 3.082750 (95.608709 ms, 42841 tok/s)
step   41/74: train loss 3.829995 (95.624349 ms, 42834 tok/s)
step   42/74: train loss 3.362698 (95.584188 ms, 42852 tok/s)
step   43/74: train loss 3.355282 (95.599809 ms, 42845 tok/s)
step   44/74: train loss 3.418538 (95.589189 ms, 42850 tok/s)
step   45/74: train loss 3.608103 (95.589840 ms, 42849 tok/s)
step   46/74: train loss 3.129376 (95.589759 ms, 42849 tok/s)
step   47/74: train loss 3.464661 (95.609649 ms, 42840 tok/s)
step   48/74: train loss 3.973564 (95.608520 ms, 42841 tok/s)
step   49/74: train loss 3.224306 (95.617170 ms, 42837 tok/s)
step   50/74: train loss 3.417238 (95.603378 ms, 42843 tok/s)
step   51/74: train loss 3.760499 (95.578879 ms, 42854 tok/s)
step   52/74: train loss 3.769254 (95.603930 ms, 42843 tok/s)
step   53/74: train loss 3.411129 (95.595541 ms, 42847 tok/s)
step   54/74: train loss 3.389800 (95.599490 ms, 42845 tok/s)
step   55/74: train loss 3.273734 (95.601560 ms, 42844 tok/s)
step   56/74: train loss 3.260113 (95.596350 ms, 42846 tok/s)
step   57/74: train loss 3.027149 (95.593700 ms, 42848 tok/s)
step   58/74: train loss 3.479149 (95.593290 ms, 42848 tok/s)
step   59/74: train loss 3.271055 (95.604891 ms, 42842 tok/s)
step   60/74: train loss 3.495637 (95.604270 ms, 42843 tok/s)
step   61/74: train loss 3.212359 (95.587690 ms, 42850 tok/s)
step   62/74: train loss 3.451428 (95.599940 ms, 42845 tok/s)
step   63/74: train loss 3.371491 (95.591880 ms, 42848 tok/s)
step   64/74: train loss 3.409243 (95.613330 ms, 42839 tok/s)
step   65/74: train loss 3.578942 (95.608941 ms, 42841 tok/s)
step   66/74: train loss 3.031150 (95.602201 ms, 42844 tok/s)
step   67/74: train loss 3.295504 (95.606591 ms, 42842 tok/s)
step   68/74: train loss 3.676347 (95.607721 ms, 42841 tok/s)
step   69/74: train loss 3.297222 (95.609122 ms, 42841 tok/s)
