+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (96.886898 ms, 42276 tok/s)
step    2/74: train loss 4.727052 (95.246288 ms, 43004 tok/s)
step    3/74: train loss 4.392578 (95.223556 ms, 43014 tok/s)
step    4/74: train loss 3.628435 (95.227286 ms, 43012 tok/s)
step    5/74: train loss 3.717074 (95.225706 ms, 43013 tok/s)
step    6/74: train loss 4.013084 (95.239226 ms, 43007 tok/s)
step    7/74: train loss 4.111198 (95.239599 ms, 43007 tok/s)
step    8/74: train loss 3.623484 (95.205426 ms, 43022 tok/s)
step    9/74: train loss 3.965242 (95.256199 ms, 42999 tok/s)
step   10/74: train loss 3.581258 (95.228987 ms, 43012 tok/s)
step   11/74: train loss 4.028379 (95.241857 ms, 43006 tok/s)
step   12/74: train loss 3.813562 (95.223367 ms, 43014 tok/s)
step   13/74: train loss 4.029209 (95.218087 ms, 43017 tok/s)
step   14/74: train loss 3.885094 (95.218947 ms, 43016 tok/s)
step   15/74: train loss 3.711787 (95.243739 ms, 43005 tok/s)
step   16/74: train loss 3.553676 (95.236237 ms, 43008 tok/s)
step   17/74: train loss 3.987297 (95.192166 ms, 43028 tok/s)
step   18/74: train loss 3.808986 (95.218418 ms, 43016 tok/s)
step   19/74: train loss 3.533875 (95.210917 ms, 43020 tok/s)
step   20/74: train loss 3.678078 (95.221368 ms, 43015 tok/s)
step   21/74: train loss 3.608717 (95.213338 ms, 43019 tok/s)
step   22/74: train loss 3.612068 (95.235629 ms, 43009 tok/s)
step   23/74: train loss 3.147256 (95.212018 ms, 43019 tok/s)
step   24/74: train loss 3.344316 (95.218858 ms, 43016 tok/s)
step   25/74: train loss 3.706570 (95.230238 ms, 43011 tok/s)
step   26/74: train loss 3.539901 (95.229618 ms, 43011 tok/s)
step   27/74: train loss 3.844022 (95.222088 ms, 43015 tok/s)
step   28/74: train loss 3.445910 (95.213349 ms, 43019 tok/s)
step   29/74: train loss 3.317857 (95.199099 ms, 43025 tok/s)
step   30/74: train loss 3.279647 (95.217628 ms, 43017 tok/s)
step   31/74: train loss 3.154422 (95.219199 ms, 43016 tok/s)
step   32/74: train loss 3.444884 (95.243449 ms, 43005 tok/s)
step   33/74: train loss 3.566321 (95.225749 ms, 43013 tok/s)
step   34/74: train loss 3.485294 (95.217479 ms, 43017 tok/s)
step   35/74: train loss 3.722068 (95.207698 ms, 43021 tok/s)
step   36/74: train loss 3.379538 (95.229749 ms, 43011 tok/s)
step   37/74: train loss 3.199859 (95.192417 ms, 43028 tok/s)
step   38/74: train loss 3.180492 (95.239691 ms, 43007 tok/s)
step   39/74: train loss 3.600955 (95.226430 ms, 43013 tok/s)
step   40/74: train loss 3.083291 (95.227550 ms, 43012 tok/s)
step   41/74: train loss 3.829331 (95.230799 ms, 43011 tok/s)
step   42/74: train loss 3.363234 (95.242491 ms, 43006 tok/s)
step   43/74: train loss 3.355142 (95.231501 ms, 43010 tok/s)
step   44/74: train loss 3.418914 (95.222050 ms, 43015 tok/s)
step   45/74: train loss 3.608706 (95.240469 ms, 43006 tok/s)
step   46/74: train loss 3.129960 (95.203059 ms, 43023 tok/s)
step   47/74: train loss 3.464189 (95.226370 ms, 43013 tok/s)
step   48/74: train loss 3.974303 (95.216419 ms, 43017 tok/s)
step   49/74: train loss 3.224245 (95.231980 ms, 43010 tok/s)
step   50/74: train loss 3.417654 (95.232222 ms, 43010 tok/s)
step   51/74: train loss 3.760214 (95.248261 ms, 43003 tok/s)
step   52/74: train loss 3.769588 (95.231300 ms, 43011 tok/s)
step   53/74: train loss 3.411397 (95.204301 ms, 43023 tok/s)
step   54/74: train loss 3.389799 (95.234931 ms, 43009 tok/s)
step   55/74: train loss 3.274063 (95.226021 ms, 43013 tok/s)
step   56/74: train loss 3.261027 (95.237901 ms, 43008 tok/s)
step   57/74: train loss 3.027622 (95.240161 ms, 43007 tok/s)
step   58/74: train loss 3.479127 (95.253842 ms, 43000 tok/s)
step   59/74: train loss 3.271028 (95.237961 ms, 43008 tok/s)
step   60/74: train loss 3.496243 (95.230601 ms, 43011 tok/s)
step   61/74: train loss 3.212693 (95.216811 ms, 43017 tok/s)
step   62/74: train loss 3.451186 (95.210201 ms, 43020 tok/s)
step   63/74: train loss 3.371160 (95.237881 ms, 43008 tok/s)
step   64/74: train loss 3.408512 (95.227953 ms, 43012 tok/s)
step   65/74: train loss 3.578960 (95.261143 ms, 42997 tok/s)
step   66/74: train loss 3.030390 (95.235512 ms, 43009 tok/s)
step   67/74: train loss 3.295856 (95.213541 ms, 43019 tok/s)
step   68/74: train loss 3.676677 (95.225562 ms, 43013 tok/s)
step   69/74: train loss 3.297491 (95.223292 ms, 43014 tok/s)
step   70/74: train loss 3.646962 (95.242052 ms, 43006 tok/s)
step   71/74: train loss 3.567692 (95.228462 ms, 43012 tok/s)
step   72/74: train loss 3.733464 (95.203053 ms, 43023 tok/s)
step   73/74: train loss 3.823802 (95.213032 ms, 43019 tok/s)
step   74/74: train loss 3.381750 (95.208663 ms, 43021 tok/s)
val loss 3.492315
generating:
---

---
total average iteration time: 95.248586 ms
