+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.196920 ms, 42141 tok/s)
step    2/74: train loss 4.727051 (95.551190 ms, 42867 tok/s)
step    3/74: train loss 4.392512 (95.548421 ms, 42868 tok/s)
step    4/74: train loss 3.628356 (95.543282 ms, 42870 tok/s)
step    5/74: train loss 3.716987 (95.572442 ms, 42857 tok/s)
step    6/74: train loss 4.013063 (95.566753 ms, 42860 tok/s)
step    7/74: train loss 4.111144 (95.568161 ms, 42859 tok/s)
step    8/74: train loss 3.623464 (95.545172 ms, 42869 tok/s)
step    9/74: train loss 3.965204 (95.557962 ms, 42864 tok/s)
step   10/74: train loss 3.581199 (95.560512 ms, 42862 tok/s)
step   11/74: train loss 4.028393 (95.570663 ms, 42858 tok/s)
step   12/74: train loss 3.813583 (95.557641 ms, 42864 tok/s)
step   13/74: train loss 4.029154 (95.576903 ms, 42855 tok/s)
step   14/74: train loss 3.885078 (95.581333 ms, 42853 tok/s)
step   15/74: train loss 3.711729 (95.554413 ms, 42865 tok/s)
step   16/74: train loss 3.553558 (95.564972 ms, 42860 tok/s)
step   17/74: train loss 3.987470 (95.558162 ms, 42863 tok/s)
step   18/74: train loss 3.808847 (95.551773 ms, 42866 tok/s)
step   19/74: train loss 3.533907 (95.560132 ms, 42863 tok/s)
step   20/74: train loss 3.678097 (95.575012 ms, 42856 tok/s)
