+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.272965 ms, 42108 tok/s)
step    2/74: train loss 4.727071 (95.623842 ms, 42834 tok/s)
step    3/74: train loss 4.392634 (95.599140 ms, 42845 tok/s)
step    4/74: train loss 3.628430 (95.614401 ms, 42838 tok/s)
step    5/74: train loss 3.717024 (95.600521 ms, 42844 tok/s)
step    6/74: train loss 4.013170 (95.612422 ms, 42839 tok/s)
step    7/74: train loss 4.111209 (95.585611 ms, 42851 tok/s)
step    8/74: train loss 3.623504 (95.586422 ms, 42851 tok/s)
step    9/74: train loss 3.965256 (95.604962 ms, 42842 tok/s)
step   10/74: train loss 3.581279 (95.575711 ms, 42856 tok/s)
step   11/74: train loss 4.028470 (95.606462 ms, 42842 tok/s)
step   12/74: train loss 3.813680 (95.589372 ms, 42849 tok/s)
step   13/74: train loss 4.029291 (95.603332 ms, 42843 tok/s)
step   14/74: train loss 3.885135 (95.609542 ms, 42840 tok/s)
step   15/74: train loss 3.711834 (95.595542 ms, 42847 tok/s)
step   16/74: train loss 3.553802 (95.643964 ms, 42825 tok/s)
step   17/74: train loss 3.987199 (95.641204 ms, 42826 tok/s)
step   18/74: train loss 3.809238 (95.595392 ms, 42847 tok/s)
step   19/74: train loss 3.533709 (95.619722 ms, 42836 tok/s)
step   20/74: train loss 3.678144 (95.592433 ms, 42848 tok/s)
step   21/74: train loss 3.608872 (95.596742 ms, 42846 tok/s)
step   22/74: train loss 3.611881 (95.603584 ms, 42843 tok/s)
step   23/74: train loss 3.147698 (95.600863 ms, 42844 tok/s)
step   24/74: train loss 3.344373 (95.592473 ms, 42848 tok/s)
step   25/74: train loss 3.706370 (95.608263 ms, 42841 tok/s)
step   26/74: train loss 3.540004 (95.596104 ms, 42846 tok/s)
step   27/74: train loss 3.844230 (95.605572 ms, 42842 tok/s)
step   28/74: train loss 3.446373 (95.597073 ms, 42846 tok/s)
step   29/74: train loss 3.317706 (95.592512 ms, 42848 tok/s)
step   30/74: train loss 3.279749 (95.583602 ms, 42852 tok/s)
step   31/74: train loss 3.154409 (95.624785 ms, 42834 tok/s)
step   32/74: train loss 3.444399 (95.614494 ms, 42838 tok/s)
step   33/74: train loss 3.566328 (95.605834 ms, 42842 tok/s)
step   34/74: train loss 3.485171 (95.611374 ms, 42840 tok/s)
step   35/74: train loss 3.723046 (95.593774 ms, 42847 tok/s)
step   36/74: train loss 3.379039 (95.620645 ms, 42835 tok/s)
step   37/74: train loss 3.199834 (95.601033 ms, 42844 tok/s)
step   38/74: train loss 3.182184 (95.582373 ms, 42853 tok/s)
step   39/74: train loss 3.600833 (95.595793 ms, 42847 tok/s)
step   40/74: train loss 3.082798 (95.607923 ms, 42841 tok/s)
step   41/74: train loss 3.829659 (95.627045 ms, 42833 tok/s)
step   42/74: train loss 3.362447 (95.610414 ms, 42840 tok/s)
step   43/74: train loss 3.355343 (95.605876 ms, 42842 tok/s)
step   44/74: train loss 3.419056 (95.602984 ms, 42843 tok/s)
step   45/74: train loss 3.607739 (95.607515 ms, 42841 tok/s)
step   46/74: train loss 3.129138 (95.603334 ms, 42843 tok/s)
step   47/74: train loss 3.464400 (95.605135 ms, 42842 tok/s)
step   48/74: train loss 3.973965 (95.593124 ms, 42848 tok/s)
step   49/74: train loss 3.224067 (95.616995 ms, 42837 tok/s)
step   50/74: train loss 3.416847 (95.593425 ms, 42848 tok/s)
step   51/74: train loss 3.760349 (95.600474 ms, 42844 tok/s)
step   52/74: train loss 3.769205 (95.630475 ms, 42831 tok/s)
step   53/74: train loss 3.410949 (95.616776 ms, 42837 tok/s)
step   54/74: train loss 3.389888 (95.587365 ms, 42850 tok/s)
step   55/74: train loss 3.273889 (95.611075 ms, 42840 tok/s)
step   56/74: train loss 3.259838 (95.620165 ms, 42836 tok/s)
step   57/74: train loss 3.027141 (95.596416 ms, 42846 tok/s)
step   58/74: train loss 3.479308 (95.615935 ms, 42838 tok/s)
step   59/74: train loss 3.271242 (95.610296 ms, 42840 tok/s)
step   60/74: train loss 3.495665 (95.622125 ms, 42835 tok/s)
step   61/74: train loss 3.211986 (95.596204 ms, 42846 tok/s)
step   62/74: train loss 3.451223 (95.606515 ms, 42842 tok/s)
step   63/74: train loss 3.371606 (95.609207 ms, 42841 tok/s)
step   64/74: train loss 3.409580 (95.596676 ms, 42846 tok/s)
step   65/74: train loss 3.578633 (95.586006 ms, 42851 tok/s)
step   66/74: train loss 3.031778 (95.623857 ms, 42834 tok/s)
step   67/74: train loss 3.295066 (95.563236 ms, 42861 tok/s)
step   68/74: train loss 3.676228 (95.590825 ms, 42849 tok/s)
step   69/74: train loss 3.297559 (95.597576 ms, 42846 tok/s)
step   70/74: train loss 3.646546 (95.591196 ms, 42849 tok/s)
step   71/74: train loss 3.566974 (95.603057 ms, 42843 tok/s)
step   72/74: train loss 3.732507 (95.607147 ms, 42841 tok/s)
step   73/74: train loss 3.825175 (95.600607 ms, 42844 tok/s)
step   74/74: train loss 3.380891 (95.613447 ms, 42839 tok/s)
val loss 3.492218
generating:
---

---
total average iteration time: 95.626625 ms
