+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (85.638773 ms, 47828 tok/s)
step    2/74: train loss 4.721576 (84.140465 ms, 48680 tok/s)
step    3/74: train loss 4.390271 (84.130156 ms, 48686 tok/s)
step    4/74: train loss 3.627861 (84.120054 ms, 48692 tok/s)
step    5/74: train loss 3.717307 (84.105045 ms, 48701 tok/s)
step    6/74: train loss 4.013787 (84.128114 ms, 48687 tok/s)
step    7/74: train loss 4.110813 (84.122114 ms, 48691 tok/s)
step    8/74: train loss 3.623405 (84.126595 ms, 48688 tok/s)
step    9/74: train loss 3.965384 (84.130266 ms, 48686 tok/s)
step   10/74: train loss 3.581412 (84.106845 ms, 48699 tok/s)
step   11/74: train loss 4.028827 (84.121135 ms, 48691 tok/s)
step   12/74: train loss 3.813148 (84.108415 ms, 48699 tok/s)
step   13/74: train loss 4.029144 (84.130535 ms, 48686 tok/s)
step   14/74: train loss 3.885050 (84.111596 ms, 48697 tok/s)
step   15/74: train loss 3.711773 (84.119874 ms, 48692 tok/s)
step   16/74: train loss 3.553162 (84.137357 ms, 48682 tok/s)
step   17/74: train loss 3.987608 (84.109294 ms, 48698 tok/s)
step   18/74: train loss 3.808914 (84.149507 ms, 48675 tok/s)
step   19/74: train loss 3.534431 (84.130216 ms, 48686 tok/s)
step   20/74: train loss 3.677803 (84.148166 ms, 48676 tok/s)
step   21/74: train loss 3.608986 (84.152987 ms, 48673 tok/s)
step   22/74: train loss 3.611822 (84.129177 ms, 48687 tok/s)
step   23/74: train loss 3.147269 (84.135036 ms, 48683 tok/s)
step   24/74: train loss 3.344372 (84.137256 ms, 48682 tok/s)
step   25/74: train loss 3.707148 (84.157078 ms, 48670 tok/s)
step   26/74: train loss 3.539928 (84.119776 ms, 48692 tok/s)
step   27/74: train loss 3.843853 (84.132536 ms, 48685 tok/s)
