+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (85.639412 ms, 47828 tok/s)
step    2/74: train loss 4.721536 (84.120679 ms, 48691 tok/s)
step    3/74: train loss 4.390205 (84.121358 ms, 48691 tok/s)
step    4/74: train loss 3.627868 (84.139761 ms, 48680 tok/s)
step    5/74: train loss 3.717250 (84.129909 ms, 48686 tok/s)
step    6/74: train loss 4.013797 (84.142430 ms, 48679 tok/s)
step    7/74: train loss 4.110741 (84.145250 ms, 48677 tok/s)
step    8/74: train loss 3.623399 (84.142620 ms, 48679 tok/s)
step    9/74: train loss 3.965399 (84.116969 ms, 48694 tok/s)
step   10/74: train loss 3.581444 (84.133529 ms, 48684 tok/s)
step   11/74: train loss 4.028801 (84.130990 ms, 48685 tok/s)
step   12/74: train loss 3.813069 (84.132239 ms, 48685 tok/s)
step   13/74: train loss 4.029079 (84.128509 ms, 48687 tok/s)
step   14/74: train loss 3.884899 (84.137340 ms, 48682 tok/s)
step   15/74: train loss 3.711754 (84.137540 ms, 48682 tok/s)
step   16/74: train loss 3.552901 (84.131780 ms, 48685 tok/s)
step   17/74: train loss 3.987704 (84.135069 ms, 48683 tok/s)
step   18/74: train loss 3.808962 (84.113910 ms, 48695 tok/s)
step   19/74: train loss 3.534436 (84.127510 ms, 48687 tok/s)
step   20/74: train loss 3.677643 (84.121879 ms, 48691 tok/s)
step   21/74: train loss 3.608910 (84.109338 ms, 48698 tok/s)
step   22/74: train loss 3.611791 (84.122979 ms, 48690 tok/s)
step   23/74: train loss 3.147242 (84.112960 ms, 48696 tok/s)
step   24/74: train loss 3.344368 (84.116558 ms, 48694 tok/s)
step   25/74: train loss 3.707271 (84.125850 ms, 48688 tok/s)
step   26/74: train loss 3.539895 (84.133720 ms, 48684 tok/s)
