+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (85.618962 ms, 47839 tok/s)
step    2/74: train loss 4.721535 (84.121040 ms, 48691 tok/s)
step    3/74: train loss 4.390216 (84.143571 ms, 48678 tok/s)
step    4/74: train loss 3.627788 (84.123869 ms, 48690 tok/s)
step    5/74: train loss 3.717324 (84.137661 ms, 48682 tok/s)
step    6/74: train loss 4.013834 (84.144240 ms, 48678 tok/s)
step    7/74: train loss 4.110869 (84.140051 ms, 48680 tok/s)
step    8/74: train loss 3.623396 (84.133881 ms, 48684 tok/s)
step    9/74: train loss 3.965409 (84.141132 ms, 48680 tok/s)
step   10/74: train loss 3.581369 (84.108900 ms, 48698 tok/s)
step   11/74: train loss 4.028775 (84.131892 ms, 48685 tok/s)
step   12/74: train loss 3.813192 (84.143521 ms, 48678 tok/s)
step   13/74: train loss 4.029167 (84.122469 ms, 48690 tok/s)
step   14/74: train loss 3.884903 (84.119981 ms, 48692 tok/s)
step   15/74: train loss 3.711779 (84.128481 ms, 48687 tok/s)
step   16/74: train loss 3.552737 (84.135730 ms, 48683 tok/s)
step   17/74: train loss 3.988056 (84.121461 ms, 48691 tok/s)
step   18/74: train loss 3.808849 (84.138150 ms, 48681 tok/s)
step   19/74: train loss 3.534351 (84.132951 ms, 48684 tok/s)
step   20/74: train loss 3.677762 (84.139122 ms, 48681 tok/s)
