+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (85.656350 ms, 47818 tok/s)
step    2/74: train loss 4.721552 (84.137877 ms, 48681 tok/s)
step    3/74: train loss 4.390273 (84.148258 ms, 48675 tok/s)
step    4/74: train loss 3.627776 (84.143507 ms, 48678 tok/s)
step    5/74: train loss 3.717299 (84.140137 ms, 48680 tok/s)
step    6/74: train loss 4.013728 (84.150168 ms, 48674 tok/s)
step    7/74: train loss 4.110954 (84.136976 ms, 48682 tok/s)
step    8/74: train loss 3.623427 (84.149048 ms, 48675 tok/s)
step    9/74: train loss 3.965390 (84.142068 ms, 48679 tok/s)
step   10/74: train loss 3.581429 (84.140717 ms, 48680 tok/s)
step   11/74: train loss 4.028790 (84.134797 ms, 48683 tok/s)
step   12/74: train loss 3.813200 (84.144818 ms, 48677 tok/s)
step   13/74: train loss 4.029253 (84.116957 ms, 48694 tok/s)
step   14/74: train loss 3.884957 (84.120946 ms, 48691 tok/s)
step   15/74: train loss 3.711782 (84.135567 ms, 48683 tok/s)
step   16/74: train loss 3.553357 (84.123617 ms, 48690 tok/s)
step   17/74: train loss 3.987232 (84.126817 ms, 48688 tok/s)
step   18/74: train loss 3.809114 (84.139656 ms, 48680 tok/s)
step   19/74: train loss 3.534229 (84.144416 ms, 48678 tok/s)
step   20/74: train loss 3.677637 (84.127047 ms, 48688 tok/s)
step   21/74: train loss 3.609064 (84.130607 ms, 48686 tok/s)
step   22/74: train loss 3.611656 (84.112996 ms, 48696 tok/s)
step   23/74: train loss 3.147723 (84.119447 ms, 48692 tok/s)
step   24/74: train loss 3.344236 (84.125317 ms, 48689 tok/s)
step   25/74: train loss 3.706247 (84.139597 ms, 48681 tok/s)
step   26/74: train loss 3.539968 (84.130336 ms, 48686 tok/s)
step   27/74: train loss 3.843796 (84.127847 ms, 48687 tok/s)
step   28/74: train loss 3.446099 (84.130937 ms, 48686 tok/s)
step   29/74: train loss 3.317795 (84.133266 ms, 48684 tok/s)
step   30/74: train loss 3.279987 (84.142708 ms, 48679 tok/s)
step   31/74: train loss 3.154496 (84.153218 ms, 48673 tok/s)
step   32/74: train loss 3.444555 (84.115267 ms, 48695 tok/s)
step   33/74: train loss 3.566352 (84.138877 ms, 48681 tok/s)
step   34/74: train loss 3.485338 (84.138197 ms, 48681 tok/s)
step   35/74: train loss 3.722584 (84.145948 ms, 48677 tok/s)
step   36/74: train loss 3.379173 (84.125566 ms, 48689 tok/s)
step   37/74: train loss 3.199795 (84.135167 ms, 48683 tok/s)
step   38/74: train loss 3.181237 (84.149838 ms, 48675 tok/s)
step   39/74: train loss 3.600788 (84.128577 ms, 48687 tok/s)
step   40/74: train loss 3.082663 (84.150437 ms, 48674 tok/s)
step   41/74: train loss 3.829899 (84.133358 ms, 48684 tok/s)
step   42/74: train loss 3.362569 (84.117517 ms, 48693 tok/s)
step   43/74: train loss 3.355131 (84.131978 ms, 48685 tok/s)
step   44/74: train loss 3.418468 (84.143028 ms, 48679 tok/s)
step   45/74: train loss 3.608188 (84.152088 ms, 48673 tok/s)
step   46/74: train loss 3.129899 (84.133568 ms, 48684 tok/s)
step   47/74: train loss 3.464514 (84.130427 ms, 48686 tok/s)
step   48/74: train loss 3.973715 (84.130857 ms, 48686 tok/s)
step   49/74: train loss 3.224359 (84.121847 ms, 48691 tok/s)
step   50/74: train loss 3.416918 (84.113496 ms, 48696 tok/s)
step   51/74: train loss 3.760094 (84.128958 ms, 48687 tok/s)
step   52/74: train loss 3.769044 (84.149859 ms, 48675 tok/s)
step   53/74: train loss 3.410877 (84.124367 ms, 48689 tok/s)
step   54/74: train loss 3.390072 (84.147378 ms, 48676 tok/s)
step   55/74: train loss 3.273594 (84.136229 ms, 48682 tok/s)
step   56/74: train loss 3.260231 (84.132827 ms, 48684 tok/s)
step   57/74: train loss 3.027264 (84.122197 ms, 48691 tok/s)
step   58/74: train loss 3.479187 (84.136718 ms, 48682 tok/s)
step   59/74: train loss 3.271231 (84.135538 ms, 48683 tok/s)
step   60/74: train loss 3.495715 (84.131868 ms, 48685 tok/s)
step   61/74: train loss 3.212260 (84.147219 ms, 48676 tok/s)
step   62/74: train loss 3.451175 (84.132878 ms, 48684 tok/s)
step   63/74: train loss 3.371471 (84.137968 ms, 48681 tok/s)
step   64/74: train loss 3.409250 (84.144648 ms, 48678 tok/s)
step   65/74: train loss 3.578523 (84.128368 ms, 48687 tok/s)
step   66/74: train loss 3.031454 (84.157358 ms, 48670 tok/s)
step   67/74: train loss 3.295882 (84.127858 ms, 48687 tok/s)
step   68/74: train loss 3.676373 (84.144108 ms, 48678 tok/s)
step   69/74: train loss 3.297326 (84.130907 ms, 48686 tok/s)
step   70/74: train loss 3.647693 (84.134158 ms, 48684 tok/s)
step   71/74: train loss 3.567507 (84.128028 ms, 48687 tok/s)
step   72/74: train loss 3.733481 (84.131859 ms, 48685 tok/s)
step   73/74: train loss 3.825706 (84.140257 ms, 48680 tok/s)
step   74/74: train loss 3.381324 (84.115897 ms, 48694 tok/s)
val loss 3.492733
generating:
---

---
total average iteration time: 84.155264 ms
