+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (86.506286 ms, 47349 tok/s)
step    2/74: train loss 4.721557 (84.866420 ms, 48264 tok/s)
step    3/74: train loss 4.390264 (84.859930 ms, 48267 tok/s)
step    4/74: train loss 3.627803 (84.840010 ms, 48279 tok/s)
step    5/74: train loss 3.717297 (84.852338 ms, 48272 tok/s)
step    6/74: train loss 4.013772 (84.869031 ms, 48262 tok/s)
step    7/74: train loss 4.110833 (84.864790 ms, 48265 tok/s)
step    8/74: train loss 3.623479 (84.848169 ms, 48274 tok/s)
step    9/74: train loss 3.965426 (84.863700 ms, 48265 tok/s)
step   10/74: train loss 3.581478 (84.846429 ms, 48275 tok/s)
step   11/74: train loss 4.028818 (84.874121 ms, 48259 tok/s)
step   12/74: train loss 3.813143 (84.851809 ms, 48272 tok/s)
step   13/74: train loss 4.029205 (84.855040 ms, 48270 tok/s)
step   14/74: train loss 3.884992 (84.875301 ms, 48259 tok/s)
step   15/74: train loss 3.711746 (84.848690 ms, 48274 tok/s)
step   16/74: train loss 3.553167 (84.848920 ms, 48274 tok/s)
step   17/74: train loss 3.987621 (84.868661 ms, 48262 tok/s)
step   18/74: train loss 3.808890 (84.860880 ms, 48267 tok/s)
step   19/74: train loss 3.534484 (84.862421 ms, 48266 tok/s)
step   20/74: train loss 3.677717 (84.839109 ms, 48279 tok/s)
