+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (85.615855 ms, 47841 tok/s)
step    2/74: train loss 4.721528 (84.131873 ms, 48685 tok/s)
step    3/74: train loss 4.390309 (84.127464 ms, 48688 tok/s)
step    4/74: train loss 3.627825 (84.109882 ms, 48698 tok/s)
step    5/74: train loss 3.717178 (84.133594 ms, 48684 tok/s)
step    6/74: train loss 4.013847 (84.120334 ms, 48692 tok/s)
step    7/74: train loss 4.110759 (84.150325 ms, 48674 tok/s)
step    8/74: train loss 3.623492 (84.155124 ms, 48672 tok/s)
step    9/74: train loss 3.965422 (84.117632 ms, 48693 tok/s)
step   10/74: train loss 3.581445 (84.119572 ms, 48692 tok/s)
step   11/74: train loss 4.028905 (84.130575 ms, 48686 tok/s)
step   12/74: train loss 3.813140 (84.136704 ms, 48682 tok/s)
step   13/74: train loss 4.029237 (84.124614 ms, 48689 tok/s)
step   14/74: train loss 3.884967 (84.133005 ms, 48684 tok/s)
step   15/74: train loss 3.711743 (84.139734 ms, 48680 tok/s)
step   16/74: train loss 3.553122 (84.139995 ms, 48680 tok/s)
step   17/74: train loss 3.987775 (84.143215 ms, 48678 tok/s)
step   18/74: train loss 3.808992 (84.113792 ms, 48695 tok/s)
step   19/74: train loss 3.534468 (84.138305 ms, 48681 tok/s)
step   20/74: train loss 3.677754 (84.134554 ms, 48683 tok/s)
step   21/74: train loss 3.609134 (84.148174 ms, 48676 tok/s)
step   22/74: train loss 3.611733 (84.155895 ms, 48671 tok/s)
step   23/74: train loss 3.147198 (84.108482 ms, 48699 tok/s)
step   24/74: train loss 3.344221 (84.139235 ms, 48681 tok/s)
step   25/74: train loss 3.707157 (84.134124 ms, 48684 tok/s)
