+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (86.501693 ms, 47351 tok/s)
step    2/74: train loss 4.721538 (84.844296 ms, 48276 tok/s)
step    3/74: train loss 4.390220 (84.872797 ms, 48260 tok/s)
step    4/74: train loss 3.627775 (84.878697 ms, 48257 tok/s)
step    5/74: train loss 3.717369 (84.861867 ms, 48266 tok/s)
step    6/74: train loss 4.013855 (84.859717 ms, 48267 tok/s)
step    7/74: train loss 4.110981 (84.873668 ms, 48259 tok/s)
step    8/74: train loss 3.623426 (84.875837 ms, 48258 tok/s)
step    9/74: train loss 3.965315 (84.874018 ms, 48259 tok/s)
step   10/74: train loss 3.581446 (84.876149 ms, 48258 tok/s)
step   11/74: train loss 4.028825 (84.853716 ms, 48271 tok/s)
step   12/74: train loss 3.813171 (84.851005 ms, 48272 tok/s)
step   13/74: train loss 4.029233 (84.866487 ms, 48264 tok/s)
step   14/74: train loss 3.884979 (84.847776 ms, 48274 tok/s)
step   15/74: train loss 3.711830 (84.871088 ms, 48261 tok/s)
step   16/74: train loss 3.553160 (84.867087 ms, 48263 tok/s)
step   17/74: train loss 3.987656 (84.846997 ms, 48275 tok/s)
step   18/74: train loss 3.808939 (84.863586 ms, 48265 tok/s)
step   19/74: train loss 3.534304 (84.840266 ms, 48278 tok/s)
step   20/74: train loss 3.677664 (84.873329 ms, 48260 tok/s)
