+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513806
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287300 (85.656970 ms, 47818 tok/s)
step    2/74: train loss 4.721579 (84.145178 ms, 48677 tok/s)
step    3/74: train loss 4.390293 (84.135418 ms, 48683 tok/s)
step    4/74: train loss 3.627831 (84.126348 ms, 48688 tok/s)
step    5/74: train loss 3.717219 (84.118837 ms, 48693 tok/s)
step    6/74: train loss 4.013829 (84.119928 ms, 48692 tok/s)
step    7/74: train loss 4.110788 (84.133128 ms, 48684 tok/s)
step    8/74: train loss 3.623460 (84.116788 ms, 48694 tok/s)
step    9/74: train loss 3.965334 (84.116567 ms, 48694 tok/s)
step   10/74: train loss 3.581407 (84.112169 ms, 48696 tok/s)
step   11/74: train loss 4.029011 (84.109718 ms, 48698 tok/s)
step   12/74: train loss 3.813175 (84.138208 ms, 48681 tok/s)
step   13/74: train loss 4.029079 (84.127539 ms, 48687 tok/s)
step   14/74: train loss 3.884880 (84.102157 ms, 48702 tok/s)
step   15/74: train loss 3.711824 (84.135129 ms, 48683 tok/s)
step   16/74: train loss 3.552946 (84.130758 ms, 48686 tok/s)
step   17/74: train loss 3.987937 (84.125119 ms, 48689 tok/s)
step   18/74: train loss 3.808850 (84.133348 ms, 48684 tok/s)
step   19/74: train loss 3.534392 (84.122937 ms, 48690 tok/s)
step   20/74: train loss 3.677850 (84.121228 ms, 48691 tok/s)
