+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (96.918102 ms, 42262 tok/s)
step    2/74: train loss 4.727040 (95.245816 ms, 43004 tok/s)
step    3/74: train loss 4.392563 (95.204203 ms, 43023 tok/s)
step    4/74: train loss 3.628455 (95.250817 ms, 43002 tok/s)
step    5/74: train loss 3.717063 (95.229494 ms, 43011 tok/s)
step    6/74: train loss 4.013098 (95.232325 ms, 43010 tok/s)
step    7/74: train loss 4.111159 (95.238806 ms, 43007 tok/s)
step    8/74: train loss 3.623488 (95.242455 ms, 43006 tok/s)
step    9/74: train loss 3.965245 (95.227765 ms, 43012 tok/s)
step   10/74: train loss 3.581238 (95.201264 ms, 43024 tok/s)
step   11/74: train loss 4.028427 (95.236866 ms, 43008 tok/s)
step   12/74: train loss 3.813664 (95.237666 ms, 43008 tok/s)
step   13/74: train loss 4.029187 (95.224605 ms, 43014 tok/s)
step   14/74: train loss 3.885145 (95.243715 ms, 43005 tok/s)
step   15/74: train loss 3.711842 (95.236715 ms, 43008 tok/s)
step   16/74: train loss 3.553732 (95.242056 ms, 43006 tok/s)
step   17/74: train loss 3.987271 (95.239056 ms, 43007 tok/s)
step   18/74: train loss 3.809077 (95.218065 ms, 43017 tok/s)
step   19/74: train loss 3.533744 (95.230625 ms, 43011 tok/s)
step   20/74: train loss 3.678102 (95.229705 ms, 43011 tok/s)
step   21/74: train loss 3.608615 (95.246437 ms, 43004 tok/s)
step   22/74: train loss 3.612070 (95.240597 ms, 43006 tok/s)
step   23/74: train loss 3.147511 (95.252966 ms, 43001 tok/s)
step   24/74: train loss 3.344400 (95.228095 ms, 43012 tok/s)
step   25/74: train loss 3.706200 (95.228985 ms, 43012 tok/s)
step   26/74: train loss 3.539893 (95.241126 ms, 43006 tok/s)
step   27/74: train loss 3.844110 (95.228746 ms, 43012 tok/s)
step   28/74: train loss 3.446000 (95.226686 ms, 43013 tok/s)
step   29/74: train loss 3.317826 (95.234326 ms, 43009 tok/s)
step   30/74: train loss 3.279864 (95.208784 ms, 43021 tok/s)
step   31/74: train loss 3.154600 (95.211796 ms, 43019 tok/s)
step   32/74: train loss 3.444633 (95.217706 ms, 43017 tok/s)
