+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.097826 ms, 42184 tok/s)
step    2/74: train loss 4.727038 (95.438709 ms, 42917 tok/s)
step    3/74: train loss 4.392565 (95.428849 ms, 42922 tok/s)
step    4/74: train loss 3.628386 (95.453041 ms, 42911 tok/s)
step    5/74: train loss 3.717008 (95.408528 ms, 42931 tok/s)
step    6/74: train loss 4.013112 (95.421229 ms, 42925 tok/s)
step    7/74: train loss 4.111199 (95.436439 ms, 42918 tok/s)
step    8/74: train loss 3.623477 (95.399739 ms, 42935 tok/s)
step    9/74: train loss 3.965205 (95.422329 ms, 42924 tok/s)
step   10/74: train loss 3.581251 (95.425539 ms, 42923 tok/s)
step   11/74: train loss 4.028417 (95.415258 ms, 42928 tok/s)
step   12/74: train loss 3.813627 (95.428159 ms, 42922 tok/s)
step   13/74: train loss 4.029202 (95.445310 ms, 42914 tok/s)
step   14/74: train loss 3.885112 (95.428809 ms, 42922 tok/s)
step   15/74: train loss 3.711842 (95.426999 ms, 42922 tok/s)
step   16/74: train loss 3.553638 (95.452629 ms, 42911 tok/s)
step   17/74: train loss 3.987294 (95.403409 ms, 42933 tok/s)
step   18/74: train loss 3.809030 (95.431350 ms, 42920 tok/s)
step   19/74: train loss 3.533818 (95.452249 ms, 42911 tok/s)
step   20/74: train loss 3.678099 (95.428250 ms, 42922 tok/s)
