+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (96.887541 ms, 42275 tok/s)
step    2/74: train loss 4.727040 (95.248615 ms, 43003 tok/s)
step    3/74: train loss 4.392586 (95.214615 ms, 43018 tok/s)
step    4/74: train loss 3.628370 (95.233455 ms, 43010 tok/s)
step    5/74: train loss 3.717066 (95.256566 ms, 42999 tok/s)
step    6/74: train loss 4.013154 (95.228436 ms, 43012 tok/s)
step    7/74: train loss 4.111171 (95.222204 ms, 43015 tok/s)
step    8/74: train loss 3.623459 (95.233885 ms, 43009 tok/s)
step    9/74: train loss 3.965276 (95.243815 ms, 43005 tok/s)
step   10/74: train loss 3.581243 (95.243797 ms, 43005 tok/s)
step   11/74: train loss 4.028444 (95.273326 ms, 42992 tok/s)
step   12/74: train loss 3.813654 (95.231505 ms, 43010 tok/s)
step   13/74: train loss 4.029218 (95.241735 ms, 43006 tok/s)
step   14/74: train loss 3.885141 (95.219826 ms, 43016 tok/s)
step   15/74: train loss 3.711883 (95.249767 ms, 43002 tok/s)
step   16/74: train loss 3.553713 (95.226595 ms, 43013 tok/s)
step   17/74: train loss 3.987277 (95.213124 ms, 43019 tok/s)
step   18/74: train loss 3.809056 (95.234635 ms, 43009 tok/s)
step   19/74: train loss 3.533806 (95.259036 ms, 42998 tok/s)
step   20/74: train loss 3.678115 (95.244206 ms, 43005 tok/s)
