+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.258697 ms, 42114 tok/s)
step    2/74: train loss 4.727039 (95.595211 ms, 42847 tok/s)
step    3/74: train loss 4.392490 (95.586772 ms, 42851 tok/s)
step    4/74: train loss 3.628378 (95.597482 ms, 42846 tok/s)
step    5/74: train loss 3.717014 (95.636704 ms, 42828 tok/s)
step    6/74: train loss 4.013099 (95.597762 ms, 42846 tok/s)
step    7/74: train loss 4.111174 (95.634173 ms, 42829 tok/s)
step    8/74: train loss 3.623507 (95.588832 ms, 42850 tok/s)
step    9/74: train loss 3.965234 (95.600762 ms, 42844 tok/s)
step   10/74: train loss 3.581257 (95.618382 ms, 42836 tok/s)
step   11/74: train loss 4.028406 (95.601092 ms, 42844 tok/s)
step   12/74: train loss 3.813547 (95.596791 ms, 42846 tok/s)
step   13/74: train loss 4.029142 (95.625634 ms, 42833 tok/s)
step   14/74: train loss 3.885060 (95.602301 ms, 42844 tok/s)
step   15/74: train loss 3.711794 (95.600363 ms, 42845 tok/s)
step   16/74: train loss 3.553438 (95.600113 ms, 42845 tok/s)
step   17/74: train loss 3.987518 (95.586971 ms, 42851 tok/s)
step   18/74: train loss 3.808917 (95.587263 ms, 42850 tok/s)
step   19/74: train loss 3.533844 (95.621362 ms, 42835 tok/s)
step   20/74: train loss 3.678108 (95.585803 ms, 42851 tok/s)
