+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.241823 ms, 42121 tok/s)
step    2/74: train loss 4.727032 (95.602220 ms, 42844 tok/s)
step    3/74: train loss 4.392611 (95.608350 ms, 42841 tok/s)
step    4/74: train loss 3.628416 (95.619920 ms, 42836 tok/s)
step    5/74: train loss 3.717043 (95.584089 ms, 42852 tok/s)
step    6/74: train loss 4.013113 (95.609269 ms, 42841 tok/s)
step    7/74: train loss 4.111203 (95.630490 ms, 42831 tok/s)
step    8/74: train loss 3.623469 (95.636480 ms, 42828 tok/s)
step    9/74: train loss 3.965225 (95.596189 ms, 42846 tok/s)
step   10/74: train loss 3.581222 (95.610130 ms, 42840 tok/s)
step   11/74: train loss 4.028398 (95.613330 ms, 42839 tok/s)
step   12/74: train loss 3.813572 (95.614490 ms, 42838 tok/s)
step   13/74: train loss 4.029149 (95.617250 ms, 42837 tok/s)
step   14/74: train loss 3.885073 (95.603439 ms, 42843 tok/s)
step   15/74: train loss 3.711841 (95.682032 ms, 42808 tok/s)
step   16/74: train loss 3.553612 (95.607160 ms, 42841 tok/s)
step   17/74: train loss 3.987327 (95.618610 ms, 42836 tok/s)
step   18/74: train loss 3.809030 (95.575588 ms, 42856 tok/s)
step   19/74: train loss 3.533825 (95.613549 ms, 42839 tok/s)
step   20/74: train loss 3.678116 (95.591940 ms, 42848 tok/s)
