+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/tinyshakespeare/tiny_shakespeare_train.bin |
| val data pattern      | dev/data/tinyshakespeare/tiny_shakespeare_val.bin  |
| output log file       | NULL                                               |
| batch size B          | 4                                                  |
| sequence length T     | 1024                                               |
| learning rate         | 0.000300                                           |
| val_loss_every        | 1000                                               |
| val_max_steps         | 20                                                 |
| sample_every          | 1000                                               |
| genT                  | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA GeForce RTX 4090                            |
| TF32                  | enabled                                            |
+-----------------------+----------------------------------------------------+
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 74                                                 |
| val_num_batches       | 8                                                  |
+-----------------------+----------------------------------------------------+
allocated 474 MiB for model parameters
allocated 5706 MiB for activations
val loss 4.513886
allocated 474 MiB for parameter gradients
allocated 252 MiB for activation gradients
allocated 474 MiB for AdamW optimizer state m
allocated 474 MiB for AdamW optimizer state v
step    1/74: train loss 4.287312 (97.064555 ms, 42198 tok/s)
step    2/74: train loss 4.727028 (95.429811 ms, 42921 tok/s)
step    3/74: train loss 4.392576 (95.429170 ms, 42921 tok/s)
step    4/74: train loss 3.628434 (95.429551 ms, 42921 tok/s)
step    5/74: train loss 3.717024 (95.428261 ms, 42922 tok/s)
step    6/74: train loss 4.013120 (95.436850 ms, 42918 tok/s)
step    7/74: train loss 4.111187 (95.438861 ms, 42917 tok/s)
step    8/74: train loss 3.623474 (95.415409 ms, 42928 tok/s)
step    9/74: train loss 3.965223 (95.422121 ms, 42925 tok/s)
step   10/74: train loss 3.581225 (95.393389 ms, 42937 tok/s)
step   11/74: train loss 4.028429 (95.436011 ms, 42918 tok/s)
step   12/74: train loss 3.813617 (95.441660 ms, 42916 tok/s)
step   13/74: train loss 4.029182 (95.456732 ms, 42909 tok/s)
step   14/74: train loss 3.885108 (95.413800 ms, 42928 tok/s)
step   15/74: train loss 3.711814 (95.433851 ms, 42919 tok/s)
step   16/74: train loss 3.553727 (95.427661 ms, 42922 tok/s)
step   17/74: train loss 3.987360 (95.426860 ms, 42922 tok/s)
step   18/74: train loss 3.809070 (95.452821 ms, 42911 tok/s)
step   19/74: train loss 3.533784 (95.425871 ms, 42923 tok/s)
step   20/74: train loss 3.678085 (95.432052 ms, 42920 tok/s)
step   21/74: train loss 3.608675 (95.430330 ms, 42921 tok/s)
step   22/74: train loss 3.612000 (95.443411 ms, 42915 tok/s)
step   23/74: train loss 3.147442 (95.450391 ms, 42912 tok/s)
step   24/74: train loss 3.344367 (95.443141 ms, 42915 tok/s)
step   25/74: train loss 3.706410 (95.434060 ms, 42919 tok/s)
step   26/74: train loss 3.539950 (95.419572 ms, 42926 tok/s)
step   27/74: train loss 3.844005 (95.429450 ms, 42921 tok/s)
step   28/74: train loss 3.445974 (95.438741 ms, 42917 tok/s)
step   29/74: train loss 3.317816 (95.448733 ms, 42913 tok/s)
step   30/74: train loss 3.279839 (95.436301 ms, 42918 tok/s)
step   31/74: train loss 3.154576 (95.441021 ms, 42916 tok/s)
step   32/74: train loss 3.444684 (95.424991 ms, 42923 tok/s)
step   33/74: train loss 3.566328 (95.426081 ms, 42923 tok/s)
step   34/74: train loss 3.485605 (95.431531 ms, 42920 tok/s)
step   35/74: train loss 3.722403 (95.423861 ms, 42924 tok/s)
